channel_id,channel,classification
UCc34puv2B8dTn25POI2zFgw,Funny Commercials,3.0
UCw6s_N3IQI4sswTSfLoIUrA,Funny Local News,3.0
UCYK1TyKyMxyDQU8c6zF8ltg,Funny Pet Videos,3.0
UCn2WuLhvfQL5YjxbOELgfqA,Funny Vines,3.0
UCGdCaiqeCxiaxEvY0akLGnw,FunnyClix,3.0
UCesePYtn8nEjsBl6SG7-Q5Q,FunnyPranksMedia,3.0
UCK1sR5dx7cEnH7SjqxG6yPQ,Funtodancewith,3.0
UCspJ-h5Mw9_zeEhJDzMpkkA,Furious Pete,3.0
UCxoANYX8dGUZqcBcGuEhlYg,Furspex,3.0
UCuPI3dGRg-YV5Eo9oO5JQyg,Fury Road,3.0
UCu3pDheBV5chOddcuOSqTnw,FuryTV,3.0
UCSDvKdIQOwTfcyOimSi9oYA,Future,3.0
UC4-eGDvOe41__-RiE0E9L6A,FV FAMILY,3.0
UCYph2-yEuBLeE3I5_nptlnw,FWD.us,3.0
UCCR19glb_uf1gAV5dtkfv5A,Gabbee,3.0
UCACjeXz3WlWcqUuVBdFnwGw,Gabe Cox,3.0
UCB63s_Nbxva5lVPFJmztNPg,Gabe Humphries,3.0
UCUxc0iEpV8wZV4WLOui0RwQ,Gabriel Iglesias,3.0
UCgZM50Ig7STDS0l6f_QnrXw,Gabriel Traveler,3.0
UClOS_4hkRBqMlcBXYcy8vcA,Gage Shaw,3.0
UCb4yLiTESF6hM8W20OgQ1OA,Gage Teteak,3.0
UCEuGBsS4Ih2vzFg0hdTNcGQ,Game Show Videos,3.0
UC6CXtZiCffNHBhpfIbXk8hg,Game TV,3.0
UCije75lmV_7fVP7m4dJ7ZoQ,GamerGirl,3.0
UC_ItCy-BTDCULPpDPlieUKA,GamingWithJen,3.0
UCrkfdiZ4pF3f5waQaJtjXew,GamingWithKev,3.0
UCCydCOEgfcXAQnkRaLCTsAQ,Garage 54 ENG,3.0
UCV_zy48AlwwGpdJEka1ay7w,Garage Gym Reviews,3.0
UCLK-K8xXz_zgUZxO2bK5miQ,Gavin Seim,3.0
UCw8oOh4d3dWLwH8rVjUVKOA,Gelix Close,3.0
UC_5qxE-6ITKqNYK6Z7EZYtQ,geobeats,3.0
UCbPu4wowznKMmI-mvMSRONQ,Geofusion,3.0
UCW5OrUZ4SeUYkUg1XqcjFYA,GeoguessrWizard,3.0
UC9IR6bZEo3Vk_SD77gsUbRg,Gerard Brassard,3.0
UCufe3YFsBVfQO5W9pjnislA,GFS Valhalla,3.0
UCnMI0UJuvBx2l8GjgOST5PA,GGgamePlay,3.0
UCNDPSlSmMsocbl8eJFWy2hw,Gill Shiels,3.0
UCmY5lv5l2RYGOKWKGXLmGJw,GizmoSlip,3.0
UCSm5SIOkv-b6TA4-2RrAOcg,gleb lvov,3.0
UCLNVvrtD02_uN-1Po_sO3eQ,Glen Richardson,3.0
UCjjw7ZzY3FlOTRzUfdi54ug,Glizzy Gang,3.0
UCmw1i3vRjfiyfd3lJL1R-Mw,GlobalSchoolNet,3.0
UCM7rCxp0Hp3qktZKeEtKqcg,GlobeTrotterAlpha,3.0
UCJjzv_25yt_sVdc2tkvOq_g,Gloria Lam,3.0
UCBETSiGCH6dJhhdpDwekc6A,gmshadowtraders,3.0
UC2c3M1u9J1U_73ljSQcE1cQ,Go Big Or Go Home,3.0
UCtHgJh1X2EOqMG4dlJmJ5rQ,go4sailing.com,3.0
UCc4IYtPKkJLSAHHuJx1GiGQ,Goalcast,3.0
UCWXPkK02j6MHW-4xCJzgMuw,Golden State Times,3.0
UCThv5tYUVaG4ZPA3p6EXZbQ,GoldSilver (w/ Mike Maloney),3.0
UCFFJWkL-P7bfCdmBzQ9Q_YQ,GoldSwitzerland,3.0
UCkMOtD7MMYs1H55XH6CkWEw,Golf Digest,3.0
UCl5ijI4ZXN2ki7PeQajbFrA,GommeBlog.it: Car & Performance,3.0
UCKTaE3ie9ZyTSQnBrAUzDYg,Gone to the Snow Dogs,3.0
UCBo9TLJiZ5HI5CXFsCxOhmA,Gone with the Wynns,3.0
UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,3.0
UCwO_xoYm2vjhu4kZSxFO5mA,goonzquad,3.0
UCdJtLFHY89uFUIJTzZtp1VQ,gopher7777,3.0
UCqhnX4jA0A5paNd1v-zEysw,GoPro,3.0
UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,3.0
UCe_Fx4EZAgKjDz0aQ_Y7hSA,Got Talent Global,3.0
UCtxLpSnpxNiHAchvCX-4Dsg,Got2Learn,3.0
UCIdmjTjhxcJ8uA-KZX6L_jg,GoTraveler,3.0
UC3NzuzB5MnEWTXAdv42cu4A,GPB,3.0
UCsEukrAd64fqA7FjwkmZ_Dw,GQ,3.0
UCnBttX4PxjRiZoAtSKNaYOw,gr18vidz14kidz,3.0
UCyX73usMFYTWVVvmV18aC2Q,Grace for the Millers,3.0
UC03GdYOZbnLQAPDXmjc6W9g,Grace's World,3.0
UCTV1CfBQtwnXMqQ9YfXgo1A,Granitblock,3.0
UCdlNK1xcy-Sn8liq7feNxWw,Grant Cardone,3.0
UCUgYV-SE-YayUYU4rJ3rcUg,Grant Crowell,3.0
UC5ZkczBpMM-ginP7q4xA-tQ,GrantBrownVidsInc,3.0
UC0CRYvGlWGlsGxBNgvkUbAg,Gravity Transformation - Fat Loss Experts,3.0
UCUC_LrU2GpyOvUXAk_wrhbQ,Green Beetle,3.0
UCOUle9Bv8j6wXiJ4u_8NLAA,Green Mountain Metal Detecting,3.0
UCszelk0CQwyc4LUf5zh3vaw,GreenShortz DIY,3.0
UCahQynji2EfWIMMyqn6tyyQ,Greg Smith,3.0
UCynGrIaI5vsJQgHJAIp9oSg,Greg's Airplanes and Automobiles,3.0
UCWdUvKh4xLLCKmGQ55PoA-A,GridZone,3.0
UC7ga3FLMFOOpMQwaYoW42bw,Grist,3.0
UCqTwKvjbTENZDGbz2si47ag,GRM Daily,3.0
UCIbRr0OWkZH9fS_gmMtr9mQ,GroundTruthTrekking,3.0
UCWlIGsKGsvgFJHkiZml4O1A,Grunge,3.0
UCPLjrMiMW2zSIMNZjjSRjQw,gtoger,3.0
UCRhdCTOd4GifgP7bKlMXUTQ,Guadalupe,3.0
UC6iby4M1_zjoneXdbAXf7lg,GUARDIAN OUTDOORS,3.0
UCMNmwqCtCSpftrbvR3KkHDA,Guava Juice,3.0
UCloswWQLpsnzCy-KrJ6CfPw,Guildbrook Farm - Off Grid Living,3.0
UCBeWGn3mho4_5Og6D4jHbXw,Gung Ho Vids,3.0
UCAkIMkEaa9sZmjcy7mfd5lQ,Gunna,3.0
UCLFnnASROVfCBftavD68OKg,Guy Martin Proper,3.0
UC28MY_ptToXFfktLUdO9LPA,GuyGirlGaming,3.0
UCnvG4W7RMSiXJgiCAJzgUWA,guytoun22,3.0
UCjTbbiaxLqkWQceGd67rbvQ,GWRomg,3.0
UCw-e1bYI5y7Cr67qeL45YxA,Habits of the Wealthy,3.0
UCLgEVx4mzk3T3mzgbKG54Eg,Hagerty,3.0
UCuCkxoKLYO_EQ2GeFtbM_bw,Half as Interesting,3.0
UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,3.0
UCtxBXfhdkPs9EEKd-0DP92A,Hamilton Gregory,3.0
UCasG9kJWi1eVxM0QkyqKVJQ,Hand Tool Rescue,3.0
UCkS8bfIrm38QCSQeOqRxR4A,Hannah Stocking,3.0
UCKr68ZJ4vv6VloNdnS2hjhA,Harald Baldr,3.0
UCDpbB3Y6GhOkx2StAU49aBw,Harlem O,3.0
UCcQoKiLA3JlOxIV_fd6UMJg,harmonicurls,3.0
UCJbQMdOfJMJK-OzcasQvuJQ,HC Marvels,3.0
UCrX_2JCBvW6k2KKjSV7dIdQ,HD Documentaries,3.0
UC7nL1tHSweX0NvhGtvsEczQ,Heal Naturally,3.0
UCu7zIaunFd7Z253XxzXfRHg,Heart Of Champions,3.0
UCp1QYFjwNcn9aGHnCi-6cmw,HectorRivera Plane Spotter,3.0
UCLALEd4MmS1xF2oVNOfggog,hein hubu,3.0
UCgKshtw1k7w0Yw8lh41jMMQ,Heizman,3.0
UCCa1wexJ6xo40Jn_oFrn6Uw,hella classic,3.0
UCFYRCsSViO3uYFp6ubn9jgg,Hello Hello,3.0
UC6gqv2Naj9JiowZgHfPstmg,HelloMaphie,3.0
UCR-Croe2g1CL2-Q7xIbR_Kw,HELLOSEMPA,3.0
UCra44PlhdRymq4lH_YmrgZg,Helveticana,3.0
UC33jkFuEBoGeaUGePEEeUTg,Henry Harold,3.0
UCQBDmL_yiuf7KSmGI1hLPQw,Henry James,3.0
UCxJsQFhb8PFjtuN5gdOV6-w,Hevesh5,3.0
UCc0Yl5aHlsby-HVYYaKO0vw,HEY PLANET EARTH,3.0
UCiKZaDwwsTiOZOoDuDkmk8w,Hezakya Starr,3.0
UCupjYQTYreIFj-W1h13SKQg,Hidden in America,3.0
UCywIXyjpWIqJM6yEO6YygmQ,High Elo TV,3.0
UCq0grzC77X9UZd9xngQRTjg,Highlight Heaven,3.0
UCI2TlEb6hGGr0A8DKkhpTJQ,HighlightComps,3.0
UCWI9chcOzUXyZ7baHoxQB8A,Highlights Prod,3.0
UCm3ztJwIrHJZzpucRyLRhzA,hihi,3.0
UCqa2MPu8bLY1PwVFUpSyVhQ,HiHo Kids,3.0
UCzfg6vXLRey_Md6PAPGwHFw,hiith,3.0
UCudqVyQYnmi8NwWfd11Rmvw,Hillsdale College,3.0
UCCdxkOePfUwgVLRU31wC_tQ,Hillside Animal Sanctuary,3.0
UCGYZrS3vKFBLtuYezeQg02g,Hip Hop Culture,3.0
UC8LJ_d-SCuE9V7pEl8PvyaQ,Hip Hop News Uncensored,3.0
UCErKUCncCyBgEdxWAtrj5hg,Hip Hughes,3.0
UCRr_ClTt5tffa0x_4XgAv9g,Hissy Fit Reptiles,3.0
UCPbqb1jQ7cgkUqX2m33d6uw,Historic Films Stock Footage Archive,3.0
UCggHoXaj8BQHIiPmOxezeWA,History Buffs,3.0
UCTai7F99eSIf-YIussRgeyw,HistoryForYou,3.0
UCMbTNskK_0uzhTqNJ0qsuvA,Hj,3.0
UCyAN55vvo8odHHg7QY1pf5w,HLN,3.0
UCaA3Cnh8B_jmfTLX9GjIqEw,HN Entertainment,3.0
UCFAu5dzHq3BJvZsO58N8fXA,Hobo Ahle,3.0
UC3vpUC3JJuDaumWNS8EPQrA,Hollywood Graveyard,3.0
UC1tLItnjulEC6hyeAnc-D5Q,Hollywood Principle,3.0
UCHivhWQQjN2rVDFRl1MocUA,hollywoodclips22,3.0
UCZb6pjL0KxZff7mDhj2BCHg,HolyTornado.com,3.0
UCnorhjQR4zJkT7AVNhu395Q,Home RenoVision DIY,3.0
UCnfjXHq6Epjv6yimoTHlG1g,Homemade World,3.0
UCH6-DQu8LcAqOcVJpX-jZ8w,Homesteading Off The Grid,3.0
UCczOEGYadLVqmPc-eJ-kUBQ,HomeyCircle,3.0
UCNGiXK9ZsxIzY-3g_TPilBQ,Honest Finance,3.0
UC8ud6INRs3z5LVvXvxB3KfQ,honeysada,3.0
UCzWwWbbKHg4aodl0S35R6XA,HooverInstitution,3.0
UCdu8QrpJd6rdHU9fHl8J01A,Hope For Paws - Official Rescue Channel,3.0
UCXFOAyd2OGOSiVkWWMIk_1A,Horst Wessel,3.0
UC5RwNJQSINkzIazWaM-lM3Q,HOT 97,3.0
UCI4I6ldZ0jWe7vXpUVeVcpg,Household Hacker,3.0
UChPemhX8CJXW4iv3NW5gmJw,HoveringBanana,3.0
UC5f5IV0Bf79YLp_p9nfInRA,How Ridiculous,3.0
UCu2QtA-3OIJoXdBZfHc3zRA,How the Universe Works,3.0
UCosny7dI3LVZE-GWR1RKxsg,How To Make Sushi,3.0
UCqeekxc7CKRYHNV9PVV_HCQ,Howl Of A Dog,3.0
UC--MxpGXJ3LVD8KvlNzRlcA,HowToBBQRight,3.0
UCllDaJE5yvO0PbjqvIn3iCw,HubbleESA,3.0
UCninaGub2tF7lhzQcJHj9QQ,Huckelberry Auditor,3.0
UCCuvGi8Sk1gWqqOI5uLsiRQ,Hudson TV,3.0
UCQ_Jyc4HFzJt73k1rvHlTPg,HughTube,3.0
UCjqd6ChPVztBKxRl1ArzhhA,Hugo,3.0
UCTH1oKJ6n0xiYqLrQhJPXXg,HumveeLife,3.0
UCanUdb_w9YmGtnrtwb-IbCw,hurricanechris,3.0
UCxxWE4Xpsv_UU5QGT7S-jyA,hurricanetrack,3.0
UCd9tH9PoTL_MuGdTgGTFcgw,HvdH-Plane-Spotter,3.0
UCLJfI6Dumx1Zy588D3ePxGQ,Hype Lyrics 2,3.0
UCDxIZpRvLQlIhK_1C9AJ1Rg,i FEEDER,3.0
UCvDaQ8UqKdMIjUme6Y3DVcg,i heart crime,3.0
UC6x7GwJxuoABSosgVXDYtTw,I Like To Make Stuff,3.0
UCK0UV4z6uuxyZ5WEDdsadEg,I'veGOT7,3.0
UC3dDnljiD1gT5eQ5zr-Dh6w,i0ki,3.0
UCH_jSBxMXUl6JTWZ64-Jdrg,Ian O'Reilly,3.0
UC-vikj-uBJ_LEG-qF43paZA,Ian Smith,3.0
UCJVnko6tQ56PYB5BNNChPGg,ibx2cat,3.0
UCXgDq9rF0ttB5cd9Ij-KOjg,ICE at Dartmouth,3.0
UCvDkzrj8ZPlBqRd6fIxdhTw,Ice Citytv,3.0
UCVdqsdBTv9ScOUZRMElHSWg,iCyclone,3.0
UCkLYQgrQFomdy6cwEIS8r9g,Idazmi7,3.0
UCSlOUGJMvJAB42GkWFUTBVg,Idols Global,3.0
UChm1iwGFSWC-ZWRaQAVp_yQ,IdolxNews,3.0
UCunKgLgPHk-7C-0Dr9vXalQ,iFunzio,3.0
UCjG_4Kg7ZWWs8o7EnfnDc9Q,iGold Advisor,3.0
UCey_c7U86mJGz1VJWH5CYPA,iJustine,3.0
UC8K8d7VFEuWCebWwwFjB6Lw,IllegalBroadcaster,3.0
UCRul9pIM0AmgTB-OHKf87HA,Illinois Horse Rescue of Will County,3.0
UC4WsG4bc4tF5EifI-nCCHpQ,IllinoisChannelTV,3.0
UC-Q5mijdyjVjmRJ2TfDT4ig,illusive 0ne,3.0
UCdnG_x4W3C3TfxK6dWLcs_w,Imaginative Guy,3.0
UCVcqQ1hwBR9cNrUGgC-T7QQ,Imp5011,3.0
UCKJ1-KWft78YNmLhz0psShg,imwithphildoc,3.0
UClN1DP2hFEuRRu-ZkMhweFA,IN Close,3.0
UCLjeJo37sXrKzwk2bXVWXaQ,Incredible Facts,3.0
UCIiXU85pb-mIu_GlOLXauYw,Incredible Machines,3.0
UCrfCYTDvOL0T5OhPUxBhssg,Independent Bangla,3.0
UCtMWEs-0VzhOboqaGomEHuQ,Independent Institute,3.0
UCCamVhi5wQkjdnXHJJSjmNw,Independent POV,3.0
UCdzQ_ilHPH3rQtgzo4nKM_g,Indie Lens Storycast,3.0
UCXulruMI7BHj3kGyosNa0jA,Indigo Traveller,3.0
UCd-NoubitvLEyf0sSNvIEtA,indygary815,3.0
UC-AqLLFKh8QoCsXaPAg4aRQ,Inked,3.0
UCZU7TJaPnGBZ79lFwvdxazA,Insane Nature TV,3.0
UCFQWS_Lhb8OTXT4I_InMA_g,Instant Karma Videos,3.0
UCcgaoWXUKFl-P3rdNXCuWjg,InstituteofTrading,3.0
UC5u2g4wA-PHxOzEvPfHKfSg,IntelPlayz,3.0
UCyYq-d8XvswYI8NJxj5RqHw,Intense 6,3.0
UCkZqmunq1xPgj7IcK7D7X0A,IntenseAngler,3.0
UCV-oV8yecSfMZnzdKAhO_4A,Interesting Facts,3.0
UC_Q2iVXW3iiIBwbIniWfVZA,International Tribunal for Natural Justice,3.0
UCY0BkmYhe4nZ9ctFpGu8Kyg,Intertek AIM Power,3.0
UC_81wSaCy1OXngvaiQDhwkQ,Interview Advice from the Scharff Tank,3.0
UC_b26zavaEoT1ZPkdeuHEQg,InTheKitchenWithKate,3.0
UC08wrceRCWhajGG4udhETww,Investigation Discovery,3.0
UCt4n6w2o4dexydr77KXJ4mw,Investors Underground,3.0
UCaqcvH8EvUtePORpN03jLMg,iqsquared,3.0
UCHdHipEBnw_3m9m8ljUgpyA,Ireland Boys,3.0
UCxgDfpB3rBRPozm3zzaRXTQ,Ireland Boys Productions,3.0
UCe8kvP7WxIlxwXRU2pCU04A,Isabella Fons,3.0
UCM-M56T9sZOhhLpPTVK6ZIw,isde bu,3.0
UC-8AFn7Q8ObK_njm7FWgXZA,iSunnySyde,3.0
UCppOjqAI_c7APbUYqGOCvXA,It is a Lifestyle!,3.0
UCYPaj6OXNItxuDotrkF192w,It's R Life,3.0
UCIoyplx1hdszK-5zVOUMRjw,It's Romello,3.0
UCeV2O_6QmFaaKBZHY3bJgsA,Its JoJo Siwa,3.0
UCUk7VggtJdo9XYTy3Z5QVAw,ItsFunneh,3.0
UCfiRleEwNy0PR1N0KkJoDUQ,itsHim,3.0
UCF2PQrk3QVky8eFexifcjDA,ItsYeBoi,3.0
UCrYmtJBtLdtm2ov84ulV-yg,Ivan on Tech,3.0
UC4kHApdt3RzFIMdnBXI98nA,IWishUDance,3.0
UCs8-PIDd02Fm1qpSr681tJw,J Gon,3.0
UCiKx5kyWN_EFv84zlfjWB8A,J9 DaK9,3.0
UCkj8f9sqSKuzn-NyP7Os1ZQ,Jack Doherty,3.0
UCais83lEsRef8ibNuRaRbPQ,Jack The Human,3.0
UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,3.0
UCTOzxu_HvuJfZtTJ6AZ7rkA,Jackson Palmer,3.0
UC6am0tFqAQVqYwF2YV31zZQ,Jacob Laukaitis,3.0
UC440OUU4QTyVLNxdz_GSddg,Jacob Rochford,3.0
UC3FFVvW4JE4ceibXduSxI3A,Jacquie H,3.0
UCuxRpCqRMfZU5glUi47bWXA,JacyandKacy,3.0
UCGwu0nbY2wSkW8N-cghnLpA,Jaiden Animations,3.0
UCRIBEVuxG4G7g_zGdeRBpTg,Jailyn Stroman,3.0
UCcgVECVN4OKV6DH1jLkqmcA,Jake Paul,3.0
UCifyKv7NIUcnvCbBM5SQokQ,jakoblinus,3.0
UCbS8lAzGFBRyHYC8ibwcyyQ,Jalopnik,3.0
UCVuKWD_P0x7gxcOrhgzymHw,Jamal Green,3.0
UCucot-Zp428OwkyRm2I7v2Q,James Charles,3.0
UCHx2fwpbttF694dcY40x7cw,James Dawson,3.0
UCkDD9MuTI9G3RM2F7kuZ7sA,Jan Kaow,3.0
UCCt50_cuwX6JvXE8QhMs99Q,Janet R. Smith,3.0
UCTMOvhN9p9ETNsKZR_wHKdw,Janete Silva,3.0
UCc_53-Ev85K8B86f8wbWwXA,Janson Media,3.0
UC7tfaBrdlnqqzjzlOn3iBKw,Japanese Odometer Check,3.0
UCUZGJtUeYb1-NSPndCbLb2g,Jared Hine,3.0
UCbsfyGlrjrKQC0gbzK0-EiA,Jared Owen,3.0
UCQiu-LsF-h7lrKy26C4GRRQ,Jared Watney,3.0
UC-7IbiiBCqumU4FtQb_xW8A,Jarrett and Sable,3.0
UCAVu4nbyK-IET2eFc9qqpAQ,Jason Asselin,3.0
UCNjWt4GA6u9fUsB1BOcPy-w,Jason Jordan,3.0
UC-scdKqFQl17mFqs9jKVV1w,Jason Payne,3.0
UCtD896CHeLe7hDJ2AzyvVxg,Jay Jennings,3.0
UCsjIHm9OdgkdoPIMLA84jog,Jay Karl's Hidden Camera & Practical Jokes,3.0
UCim-gz2ySw_LzOQBI999WeQ,jay legere,3.0
UCQMELFlXQL38KPm8kM-4Adg,Jay Leno's Garage,3.0
UCppO2JvMl3_3Ihr1Z_YwMig,Jay Sea,3.0
UCihfR9bbPcwuMS5Y7Uxc5dw,JayDaYoungan •,3.0
UCr1TEhHFn8jEXraaZ1lslhQ,Jaydon,3.0
UC0sYKQ8MjYjLYeaHDItPong,JCVdude,3.0
UCTVd4VKSLRyvmELwl4FwrBw,JD AroundTheWorld,3.0
UCLWWTizogANpoJHi1Ny0snQ,JD Offline,3.0
UCmNshpkVaqUt-Qmo2d0h0Qw,JDLX,3.0
UCsQLTECz1bCA56JIryaw-lA,Jeb Brooks,3.0
UCqk7x53R--SLM2sjJG6n9vg,Jeb Corliss,3.0
UCbOABn-ddrYfdOpmUbDt_TA,jedspear,3.0
UCBA0o0H3UdQuJzbAh13QFTw,Jeff Anthony,3.0
UCM-kjdrQge9AACfB3MSRyrg,Jeff Quitney,3.0
UCaFNRQX0ppK153omMBR4ikQ,Jefferson Lab,3.0
UCPOQCJbUZNrbq6gfnspsClg,Jeffrey Parfitt,3.0
UCcMfCkN1juSa49DJFYltOTw,jehugarcia,3.0
UCMV8B1Q5lEEb5yR8Hqkbdhg,Jelle's Marble Runs,3.0
UC0DZmkupLYwc0yDsfocLh0A,Jelly,3.0
UCBYpEIgqByL9n0VBnEC5SLQ,Jeremih,3.0
UCX4mI8ycxC-mX21v1PAvuVw,Jerry Brown Travels,3.0
UCRGiFDEn6naVP1UQSeViIdQ,Jerry Heasley,3.0
UC2QPAkWjClv_eDBWD-9izxw,Jerry Skinner,3.0
UCWFKCr40YwOZQx8FHU_ZqqQ,JerryRigEverything,3.0
UCeZFPkOBh7-e4JG9enUZw9w,JES SDA,3.0
UCopNpXKBx_M48AiJjn20dhg,Jess and Gabriel,3.0
UC6HJo1gBKG5dcIJVt9F2kNw,JessaJay,3.0
UCfUFyeV5jzH7LzXEzZH7bWQ,Jetsprint World,3.0
UCGwcH4qnJ2qM_ZJUSFcAMAA,JianHao Tan,3.0
UClqx4vYPFEKZD-i6VcL3qsw,Jiggin' With Jordan,3.0
UC9jLBwqXmsCpTu_QXsczPpQ,Jim Bob,3.0
UCBNG0osIBAprVcZZ3ic84vw,Jim Browning,3.0
UCYwVxWpjeKFWwu8TML-Te9A,Jim Can't Swim,3.0
UCy2M14DiKir9gBtEGdMQVBA,Jim Edds,3.0
UC1t8ejgn3VSlX07S7qWsnaw,Jim T,3.0
UChsaAs0RqPI5YzRLMsCxO9Q,Jimiticus,3.0
UCju0-TzlJlcl3MfYeC3Uk0Q,Jimmy Chan,3.0
UCVTWB_8oydgM5dD2wE_wSTg,JIUJITSU2000,3.0
UC5XdwDPVRFGJwDQsJK7qRAw,jlh1530,3.0
UCYRnV91q0Xr1dPAwl1Wipsw,Jm M,3.0
UCqUqZEqVi8Pm8ywAaF2FRlQ,JMC RSA,3.0
UCAXojGNG8N1GmTWlCCz4HEA,Joa Orga,3.0
UCIUUmjFnVeVSAi8HoYL-tzQ,JoBlo Videos,3.0
UC9UZ0IM2Qd2j4LCnQnvH8eA,JobTestPrep,3.0
UCkqcY4CAuBFNFho6JgygCnA,Jocko Podcast,3.0
UCzYqvkK6zsS1kuxCO7y2_rQ,Joe Maxwell,3.0
UCts-8ZqS339n-9nxy3DN8Cg,Joe Robinet,3.0
UCN4Fn_GZpwLNsuk4ktL7A9A,Joe Rogan Experience,3.0
UC7dnAgj6FPvefAyfySD9cQA,Joe Rogan Footage,3.0
UCAp18hQfYCOeJVQ-EJPqKQQ,Joe Rogan Podcast Clips - Fan Page,3.0
UCLLZ98n9GkFd0EWXjn2Kg2A,JOE ROGAN UNIVERSE - FAN CHANNEL,3.0
UCrm7RGOsstgF4qAG5mFGK-w,Joe Rogan University - Fan Channel,3.0
UC-2YHgc363EdcusLIBbgxzg,Joe Scott,3.0
UCWcjww4Wz_UqxSPYCnc9T-A,Joey Krastel,3.0
UCw38mRiCYqV-ll7y0WvrDJw,Johal,3.0
UCfG9fphmq_JN8mDZivE_iXw,John Christian,3.0
UC6BsUrozZ0Auu2B8V2SZ8Lw,John Doma,3.0
UCcZBqTJt9b2ma1kgE43eSnw,John Filax,3.0
UCln6ltPyJSkIqdfIMUreC-A,John Holman,3.0
UCe6tb9LKiIu9eD2fVZurxnQ,John Howell,3.0
UCK6g9Qtno1YP53E_E13Fu_A,John Karas,3.0
UCyrnrzuRM8mobh7PT5h_YmA,John Marshall,3.0
UCEszlI8-W79IsU8LSAiRbDg,John Michael Godier,3.0
UCemTmlYyTu1cSiGeMsM91pA,john sousa,3.0
UCXG-zkTBg5eSdP0O9pHYRGw,Johnny LópezTV,3.0
UCsMkki-AU44NTrYY_V0E3UA,Johnny66,3.0
UCldqb1GljWZzaRVtYXfvlAg,JohnnyBoi_i,3.0
UCwRJHlNjssU29Qh95qsLzdA,JohnnyDeppSan,3.0
UCLIMHPyCkK36zrFlphKV8-Q,JohnStax,3.0
UCB03SQFFlsd-u1Ij6s0aAAQ,Jojo iz Supreme,3.0
UC5td8OEr2Xt1X7yIxGQkytw,JolietMuseum,3.0
UCfCDhKD96c3U5JT2fzG8zKQ,Jonathan J Crabtree,3.0
UCqfbVnkM6T_yk9TYpIqv0Kg,Jonathan Mickelson,3.0
UCKzNTlfcb5mzG_QMthKanQg,Jonathan Thomas,3.0
UCumilOupk6c3Asu7DVirmrg,Jonie Rosas,3.0
UCJdqbqAgWgwlTylhk-yV_wg,Jonius Gato / Lotto Scratchin',3.0
UCytZlLB3uBn2XFfXlN25zPg,JOOGSQUAD PPJT,3.0
UCD4_VCqOuCH996ibHN9WWnQ,Jordan Goldman,3.0
UCMkw7GiAaUGADHY195uXDsQ,Jordan Hollywood,3.0
UCIBM8DAHoehmJ7_LSLDkB3A,"Jordan Page, FunCheapOrFree",3.0
UCFh3dBRQToGvu8bjr-CdV4Q,Jordan Peterson Fan Channel,3.0
UCQsyuNiqC5ERlqdvl5ak9jg,Jordon,3.0
UC8ud71kzLQ74CxnYp-2UCYg,Jose Arteaga,3.0
UC8VWnOEca59fvEK7EPLoLfg,jose luis pinzon C,3.0
UCTUfNA2W_RLE5kRk3YmqhUw,Jose M Garcia,3.0
UCQ_jBtD8tlspQOOf4L1xPuw,Joseph Vincent,3.0
UCc4JGh0O0_AO0Asj6MAS0-w,Josh Horton,3.0
UCLrB0qJhJSaZyr-IlPIS1nQ,Joshie Bear,3.0
UC6lkm6rGYSOD8VhDyCXYJyw,JoshPalerLin,3.0
UCq_uePCHVQvPBA29rn-ZKcw,"Joshua Gray, PI",3.0
UCjm5fztdoETUvBjxjhN8psQ,Jovan Janevski,3.0
UCEuxUaBJaULEqcf6WhacCQA,Joy of Painting,3.0
UC3I_2mP7woocOFB3u9XwCvQ,JoyMiningMachinery,3.0
UCFNm2l4yqySW6pL4CVML3Zw,joystick,3.0
UCf4D0iilv1WHv28lGQgc7Bg,JP OBrien,3.0
UCVr-uUnTEFPhMMxmknr5LMw,Jpaydirt,3.0
UCeLNK5K093q-8t-ndfrnr2Q,JPVideos,3.0
UCnxGkOGNMqQEUMvroOWps6Q,JRE Clips,3.0
UC_pOuYLAnckbVm5qHhOKAjQ,JRE Report,3.0
UCv9rbAUUpoW0k8MP2R4UEJA,JStuStudios,3.0
UCw0Xnazd0W6mVCkEdkninkg,Juanzhu Yaan,3.0
UC4I7rZ2TaUGTrFFai1jfCYg,JudashX Ixkariote,3.0
UCgQK3PQA_NaGNNldNo9WAdA,judgejp,3.0
UC0BletW9phE4xHFM44q4qKA,Juice WRLD,3.0
UCqTR5f7YkGro3cPv23SqcqQ,juicyjas,3.0
UCsVXjNRWJMyXViNLM2pyMfg,JukinVideo,3.0
UCXypshhMIy62x2_d4IZFH9Q,Juliana Wells,3.0
UCp3IJdS5q1TVU0RUkpWtCDg,Julie Nicole,3.0
UC9t0DRLy5_dQEpb8nPKAiQA,Jungle Inc,3.0
UCS87-wYrvmexsLkBj0jhrnQ,Junkyard Digs,3.0
UC7inQKzboHn42YPPpubdcAg,JusDeel WitIt,3.0
UCpsSadsgX_Qk9i6i_bJoUwQ,Just For Laughs Gags,3.0
UCiopy-E99sXJVwEFOo33LTA,Just Joshing,3.0
