channel_id,channel,classification
UCr7wmRGObn4Mmiuk_MmgeTQ,Force Thirteen,2.0
UC13mSI38YWz5zfvxXDPpePA,FOX 13 News - Tampa Bay,2.0
UCruQg25yVBppUWjza8AlyZA,FOX 4 News - Dallas-Fort Worth,2.0
UCjHWv2DU5-HLpogAAr386DQ,FOX 5 Atlanta,2.0
UCqlYzSgsh5jdtWYfVIBoTDw,Fox News Insider,2.0
UCIjSUWHWp6KohfnR5OQTXnQ,Fox5NY,2.0
UCQHsMwcGoH1ygyi-pJs5Z8A,Frame of Essence,2.0
UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,2.0
UCogrSQkBJn1KF0N9I4oM7eQ,Fraser Cain,2.0
UC3ScyryU9Oy9Wse3a8OAmYQ,FRONTLINE PBS | Official,2.0
UCynjIXN4qC9Top3ujVPD0jQ,Full Documentary and Food,2.0
UC18vz5hUUqxbGvym9ghtX_w,Full Frontal with Samantha Bee,2.0
UCd2QBrKT_GzjlsMOX4lLHOQ,FUSION,2.0
UC2Cl2g2xFTZoAEldxYVzQFg,Geo History,2.0
UCa2GlhG7ffvP5RSVLkXSyTA,Geographic History,2.0
UCmmPgObSUPw1HL2lq6H4ffA,Geography Now,2.0
UCDoiiV4ZS8wKU4S8bfp_nPA,GLOBAL News,2.0
UCq18eeL7D9Vd8DhjMcLh9QQ,Good Morning Britain,2.0
UCl8vmJIqxQeg5R_BohRSvDg,Graves Gatekeeper,2.0
UCajXeitgFL-rb5-gXI-aG8Q,Great Big Story,2.0
UCLv7Gzc3VTO6ggFlXY0sOyw,Harvard University,2.0
UC5WE_bClugxSVG1ENir8qzg,hazards and catastrophes,2.0
UCVTQuK2CaWaTgSsoNkn5AiQ,HBO,2.0
UCbKo3HsaBOPhdRpgzqtRnqA,HBODocs,2.0
UCtagGjDO8X1rBROhmSQXZsA,Historica Canada,2.0
UCA1X_WgLWR5IoMK2of2rUJA,History - British Collection,2.0
UChRV901BjuTP0lo07ks1dlQ,History Of Wars,2.0
UCCHmXFOuhHUjLcgEhhTmhzQ,Historytube,2.0
UCJnlW_BAdjOYRcsQ0BsxZ1Q,Home Science,2.0
UCfIqCzQJXvYj9ssCoHq327g,How To Make Everything,2.0
UCa35qyNpnlZ_u8n9qoAZbMQ,HowStuffWorks,2.0
UCZfsrIV68Oegr5bJgAMLBDA,HuffPost,2.0
UCaPRCWnFAzeI3_tr--Qw5qg,Human Interests,2.0
UCACu12tYMVnfzE3v2UwMObw,HYPE,2.0
UCC69dxCZQB9VURlHQ8wesPA,Inc.,2.0
UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,2.0
UCHJuQZuzapBh-CuhRYxIZrg,INSIDER,2.0
UCj6iVt0NLGyj406r2kD161g,InStyle,2.0
UCFQgi22Ht00CpaOQLtvZx2A,ITV News,2.0
UCane3dG9JxdpnDGYxl4SQaA,Jay Hannity,2.0
UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,2.0
UCM2YmsRUeIbRkqjgNm0eTGQ,Journeyman Pictures,2.0
UCJjSDX-jUChzOEyok9XYRJQ,Jubilee,2.0
UCK7BseWdygzac6Kh5TIEMTg,KAAY HD,2.0
UCDKXqKVQz__gFavp64iyx8w,Kansas City Star,2.0
UCMmaBzfCCwZ2KqaBJjkj0fw,Kings and Generals,2.0
UC5T5s4kvmNxftUCFKfSQBaw,KIRO 7 News,2.0
UChrpaYlmaVsVyEF0bTqmuHw,KJRH -TV | Tulsa | Channel 2,2.0
UC0duMiBZmDlbUue0eqd0htw,KMTV 3 News Now,2.0
UC8XjmAEDVZSCQjI150cb4QA,Knowing Better,2.0
UCXN7rPhZK6Rp8lMhvpSri_Q,KOIN 6,2.0
UCJnpF9oROFPvd7wWbPUDdGA,KRQE,2.0
UCUKyRkZuMdNv87E8xbObN4g,KSL News,2.0
UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2.0
UCxXTyFekH99JnS3qaXIQW7A,KVUE,2.0
UCgBVz3EzHYKpPS0BITvLRsg,kxan,2.0
UCdeqEGGKQ538-PLTFmgcr5g,Largest Dams,2.0
UCxzcBfvmeLmUNjlyM7FMgFg,Larry King,2.0
UC3XTzVzaHQEd30rQbuvCtTQ,LastWeekTonight,2.0
UCVTyTA7-g9nopHeHbeuvpRA,Late Night with Seth Meyers,2.0
UC0Eo0rOuGanPa6R0x5G4xYQ,LearnDocs101,2.0
UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,2.0
UCVS88tG_NYgxF6Udnx2815Q,Lil Baby Official 4PF,2.0
UCZclTiwnZx1ZIyvZvZdJqEA,Lisbeth Sylvie,2.0
UC1nJElGcVcTpeZJVyxEbzJw,Live Storms Media,2.0
UC4JKpMFBjWG_3xE9BTQpvpw,LiveTalksLA,2.0
UC1vVNQN-TCy8d3Mb_Owr2Kw,Masaman,2.0
UCYVpAPGhW5Y4QLr9jNCmZkQ,Master Huon Damebrigge,2.0
UCwJfDTNqtM5n-dQBfuuHzYw,Men's Health,2.0
UCmDZ0qO_HVp2Uh0k_MaOlzg,MIT Bitcoin Club,2.0
UCEPhh0AIOV9GjPkE1JNjH8w,MIT Media Lab,2.0
UCWEltXtreNDBJ52MJkedq4g,MIT Venture Capital & Innovation,2.0
UCoLrcjPV5PbUrUyXq5mjc_A,MLB,2.0
UCoh_z6QB0AGB1oxWufvbDUg,MLG Highlights,2.0
UCYAB7hh1ohA8-iX54EpMdeA,Moriah Elizabeth,2.0
UCB6PV0cvJpzlcXRG7nz6PpQ,Motherboard,2.0
UCxAICW_LdkfFYwTqTHHE0vg,MTV,2.0
UC8JT2m0mKEgvEtie3JNKwew,Naked Science,2.0
UCAY-SMFNfynqz1bdoaV8BeQ,NASA Goddard,2.0
UCHTClPD_XSgCg9PrvUXq9vw,National Geographic Creative,2.0
UCuft6Roy99tFZusOlBasVpA,National Guard,2.0
UCAsvFcpUQegneSh0QAUd64A,Neo Tv Network - Official,2.0
UCYwDp3hlpvvUNY--qI_lpLg,New Atlantis Full Documentaries,2.0
UCJNMUA0J-hgaTmiNEYZf2Jw,New York Magazine,2.0
UCrvhNP_lWuPIP6QZzJmM-bw,New York Post,2.0
UCVaXclURQZlakiTMzuwHvRw,News 19 WLTX,2.0
UCAAmkc2sRESFoEtiKRTaTRA,News 5 Cleveland,2.0
UCO6kzQ-7wcG0x8W5LpBA9RQ,NewsChannel 5,2.0
UCV3Mdz8CivqH8pIxSV3zImw,NewsTalk 1290,2.0
UCY3NEq2LYrmdoGkevo9BH5A,NFL Films,2.0
UC_1H9v258pXiyLDaW0R5exw,NFL Network,2.0
UC8FCFpPpUMhfVwzXDJrru8w,Nick Uhas,2.0
UCUUWDzrkuEztzddaW_sgQbA,NJ.com,2.0
UC_66nY81jHx8OsvfjhFydZw,NMAAHC,2.0
UCjHz5SVHeMT0AViCYZvsGDA,NOVA PBS Official,2.0
UCn4sPeUomNGIr26bElVdDYg,NowThis News,2.0
UCgRvm1yLFoaQKhmaTqXk9SA,NowThis World,2.0
UCPTDmZEOrQKHT-6AM7aTTTA,Official W5,2.0
UC6gNjP1W4FXWExT5QpYkmhQ,Ollie Bye,2.0
UCTl3QQTvqHFjurroKxexy2Q,Olympic,2.0
UCkRmoZiR_SOssKA89m1eYJg,Only Human,2.0
UCb-vZWBeWA5Q2818JmmJiqQ,Oscars,2.0
UCY7dD6waquGnKTZSumPMTlQ,OxfordUnion,2.0
UCmyjVwYZbp5YPYTUyeopO2g,Pawn Stars,2.0
UCgyeJxD05YnoDquRMNBfBqw,PBS,2.0
UCzR-rom72PHN9Zg7RML9EbA,PBS Eons,2.0
UC7_gcs09iThXybpVgjHZ_7g,PBS Space Time,2.0
UCGbQJy-531_5vfphay-rChQ,PeopleTV,2.0
UCddem5RlB3bQe99wyY49g0g,PeriscopeFilm,2.0
UC7DdEm33SyaTDtWYGO2CwdA,Physics Girl,2.0
UCJ0yBou72Lz9fqeMXh9mkog,Physics Videos by Eugene Khutoryansky,2.0
UCnWi59TPymx0_qt7PX3VeNA,PIX11 News,2.0
UCetpfrEDE4AgKEu4vYdwMGQ,Planet Doc Full Documentaries,2.0
UCMOqf8ab-42UUQIdVoKwjlQ,Practical Engineering,2.0
UC0b2YkxP72Z_OxMthO9LZHQ,Project Chimps,2.0
UC1nw_szfrEsDWcwD32wHE_w,q on cbc,2.0
UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,2.0
UCy6kyFxaMqGtpE3pQTflK8A,Real Time with Bill Maher,2.0
UCrYB2eCu6M_aKVLYcTb6JUg,RED SIDE,2.0
UCZSE95RmyMUgJWmfra9Yx1A,ReelTruth.Science Documentaries,2.0
UCaVCxGpbDeDI47HDmPYkFCQ,Regent University School of Law,2.0
UCvTEOPrdg8f_mufsqH3VGQw,Rich The Kid,2.0
UCaXsK6jf0AddIiYEjYmzVWw,Rocky Mountain PBS,2.0
UCpvy7R6hAUqAAZQI0rQIcxw,Sarasota Herald-Tribune,2.0
UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,2.0
UCY_Bq1AF0xvPUjaAqV7kweA,SBS Dateline,2.0
UCcN3IuIAR6Fn74FWMQf6lFA,Science ABC,2.0
UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,2.0
UC9uD-W5zQHQuAVT2GdcLCvg,Science Insider,2.0
UCSzRGOMI44ZvSMOot7Zmpzg,ScienceOnline,2.0
UC-RqSPZCo49Mr2NEk32nbaA,ScienceToday,2.0
UCZYTClx2T1of7BRZ86-8fow,SciShow,2.0
UCRFIPG2u1DxKLNuE3y2SjHA,SciShow Kids,2.0
UCUpJ4ls00kQY2vKx7PsCtdw,SDPB,2.0
UCJm2TgUqtK1_NLBrjNQ1P-w,Second Thought,2.0
UCzWQYUVCpZqtN93H8RR44Qw,Seeker,2.0
UCPnXkFy7z7JoLBtV2LLK2cQ,Serial Killers Documentaries,2.0
UCFPoJNd0d4k1H9A6UOlikcg,SHOWTIME Sports,2.0
UCoMdktPbSTixAyNGwb-UYkQ,Sky News,2.0
UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,2.0
UCWqPRUsJlZaDp-PVbqEch9g,Smithsonian Channel,2.0
UCaDVcGDMkvcRb4qGARkWlyg,SoulPancake,2.0
UCyhPKRdzGskJekibUnJiZyQ,South Florida PBS,2.0
UCBE6R3KGFV5kdqPIVzuHE3A,Southwest Wildlife Foundation of Utah,2.0
UC1znqKFL3jeR0eoA0pHpzvw,SpaceRip,2.0
UCtI0Hodo5o5dUb67FeUjDeA,SpaceX,2.0
UCMV3aTOwUtG5vwfH9_rzb2w,Spark,2.0
UCGwuxdEeCf0TIA2RbPOj-8g,Stanford Graduate School of Business,2.0
UCEIwxahdLz7bap-VDs9h35A,Steve Mould,2.0
UCBU0SoyQRFlxZdxoOiHPTYw,Storyful News,2.0
UCCvCHN9DaKn8ON5VxDZmyhQ,Stuart Edge,2.0
UCLCUbvRrQnApZldY6CTquTA,Studio 10,2.0
UCbYmsrWdwNptv1sOYqnYiIA,SUCCESS Magazine,2.0
UC5T7D-Dh1eDGtsAFCuwv_Sw,Sunday Night,2.0
UC0xiPFkUVDgqwgNmIh_zwYg,SUNYSFLK,2.0
UCglNXzBo6bmKc9otKf-OuGQ,TabletClass,2.0
UCbmNph6atAoGfqLoCL_duAg,Talks at Google,2.0
UCi7GJNg51C3jgmYTUwqoUXA,Team Coco,2.0
UCVLZmDKeT-mV4H3ToYXIFYg,Tech Insider,2.0
UCAuUUnT6oDeKwE6v1NGQxug,TED,2.0
UCQSrdt0-Iu8qVEiJyzhrfdQ,TED Archive,2.0
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,2.0
UC1VLQPn9cYSqx8plbk9RxxQ,The Action Lab,2.0
UCu_u-P3cBFO7D-sAjxd_I-w,The Agenda with Steve Paikin,2.0
UCK0z0_5uL7mb9IjntOKi5XQ,The Atlantic,2.0
UC6n8I1UDTKP1IWjQMg6_TwA,The B1M,2.0
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show with Trevor Noah,2.0
UCjH0RBT-7QhpSgLFnPLgD0Q,The Doctors,2.0
UCHdE6HODo3UXD9E-QplAFOw,The Duomo Initiative - Financial Education,2.0
UCcR-aKIofxXxjjUvlDE2Ycg,The F Word,2.0
UCTILfqEQUVaVKPkny8QRE0w,The Feed,2.0
UCiAq_SU0ED1C6vWFMnw8Ekg,The Food Ranger,2.0
UCX-7YWAOdZ6P6tPRXeEs49A,The Herald,2.0
UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,2.0
UC3M7l8ved_rYQ45AVzS0RGA,The Jimmy Dore Show,2.0
UCeJesXuEK5ERsyh-0DvM4PQ,The Kennedy Center,2.0
UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,2.0
UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,2.0
UCsD-Qms-AkXDrsU962OicLw,The New Yorker,2.0
UCYeF244yNGuFefuFKqxIAXw,The Royal Institution,2.0
UCZj3_eWQ4f4oHm_x-wsxG7Q,The Salt Lake Tribune,2.0
UCIzXayRP7-P0ANpq-nD-h5g,The Sun,2.0
UCbtsn1mDk5ExgFZWQMUgSaw,The Telegraph,2.0
UC8-Th83bH_thdKZDJCrn88g,The Tonight Show Starring Jimmy Fallon,2.0
UCGTUbwceCMibvpbd2NaIP7A,The Weather Channel,2.0
UC5McHEvkqTK4wovjv5ChLgg,THE WHY,2.0
UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,2.0
UC06E4Y_-ybJgBUMtXx8uNNw,TheBackyardScientist,2.0
UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,2.0
UC6sWKVFVfuyTk0FTPY4c62Q,TheSpanglerEffect,2.0
UCjpkwsuHgYx9fBE0ojsJ_-w,Thinking Crypto,2.0
UChFsYLqPUyLiZnfRog6wiZA,This Morning,2.0
UCtZNqEGzfQ6jO4SXWz51bRw,TimesTalks,2.0
UC3EZFfeGv5-qmlfdMurzw-w,tletter,2.0
UC64UiPJwM_e9AqAd7RiD7JA,Today I Found Out,2.0
UCOZoQpvOjIjDnR4hpZMmn9Q,Trap Update,2.0
UCmEaSVXltCz6s6HVCZHfUsw,Tropmet | Storm Chasing,2.0
UCMSMT4voZgunmwamC8Aj1ww,TWC Joey,2.0
UCFNm26OW87Dm3fZ1txX1vGA,UCD - University College Dublin,2.0
UCZ6jURNr1WQZCNHF0ao-c0g,Universal Kids,2.0
UCh6KFtW4a4Ozr81GI1cxaBQ,University of California Television (UCTV),2.0
UCagx_NqdHwgdVfpx7kacrmQ,UnivisionNews1,2.0
UClz-d22g9Lj7agZSbaRKuqA,Unreported World,2.0
UC2PbsEK-vgc3qFy1eAYYzSg,US Military News,2.0
UC5hWqb0u1eKgYmVryCEyJYA,USLaunchReport,2.0
UC_MTPqgFSm_8WUWaCHIfUgQ,V101 Science,2.0
UCIsbLox_y9dCIMLd8tdC6qg,Vanity Fair,2.0
UCtxJFU9DgUhfr2J2bveCHkQ,Verge Science,2.0
UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,2.0
UCvn-HVrAGYEKsVx6gW3MeNQ,VH1,2.0
UCn8zNIfYAQNdrFRrr8oibKw,VICE,2.0
UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,2.0
UCVTomc35agH1SM6kCKzwW_g,VideoFromSpace,2.0
UCVSNOxehfALut52NbkfRBaA,VOA News,2.0
UC9sXw4ZdPEIp6bYGvLW-_iA,vpro documentary,2.0
UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,2.0
UCy6D16zE_mMEm1HVD20WFxA,Watch What Happens Live with Andy Cohen,2.0
UCLbomPwqCgvwr3hPm4oeyfw,Waterloo Engineering,2.0
UCry2gCVdntv6r661sKUiKXw,WCCO - CBS Minnesota,2.0
UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,2.0
UCDvJcb8Adv-_bOrtnRLmiDw,WFLA News Channel 8,2.0
UCN5PGHIurifMLpvEgP-8q_w,WGBHForum,2.0
UCGPsqOMZNL-qYwlTfw44TSA,Wild Animals,2.0
UCFOq-dKCPu3PcmaCMEGDzTA,WKRG,2.0
UCgzE-An67tShI3gna8qk22g,World Documentaries,2.0
UCeD5NwvPbEZKcu02_v8tUZQ,WPBF 25 News,2.0
UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,2.0
UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News | West Palm Beach Florida,2.0
UCBnnls7hGYmkQmuFTDDe10g,WPXI News,2.0
UCi4zCVrPAerEQbXJ7o68dOw,WRDWNews12,2.0
UCaFgN6V43Xo1pRjQ4PjlSqw,WSLS 10,2.0
UCcT6w3xUyVshyR2_2vrMp1w,WUSA9,2.0
UCPGkAvcVZXmWOjWbS5F9ZFQ,WVUA 23,2.0
UCJCreS7pODbA6XYRsI5fdLg,WWLTV,2.0
UC6HyKpYWmX4zsy6_bJZIK7A,WXYZ-TV Detroit | Channel 7,2.0
UC0FFExY13qFRznbFyrPTDjg,Wyoming PBS,2.0
UC6my_lD3kBECBifeq0n2mdg,X Factor Global,2.0
UC7W6hJw94TGJKbBK8-hb6rA,YES TV,2.0
UCOdPSXyGEnBSFxE7IEQG7OQ,Your Discovery Science,2.0
UC8UexTu0pRdzJU83eLXGPIA,Zohar StarGate Ancient Discoveries,2.0
UCuK_vv3LWi2DlSNrFwyS2Dw,#15MFL,3.0
UCMrnKKVppEokAdAMd_oUf2w,#LoveAlwaysAdventureOften,3.0
UCYenDLnIHsoqQ6smwKXQ7Hg,#Mind Warehouse,3.0
UCXAY8zP1zSTTT-O0DXJNVCw,0xC4KE,3.0
UC_iz0mIhVFaMwD-KBfrLPWA,1000's of roots,3.0
UCj7LdOJjh_luMRgTvmz2LiQ,100thMonkeyChannel,3.0
UCbD4USIyNGKCdL3cWah1GGg,1010 Wins,3.0
UCEbU52pOVZ_JNsfQGT0OcHA,101Facts,3.0
UCiGzD3IPrqPJYLAkaqnD1WQ,1140 rotator work,3.0
UCovJiMYWJ8Aq_GSZuYEgoRA,1312 STUDIO,3.0
UCxUD8G1jO8T-Ef2tuADCZOA,16x9onglobal,3.0
UCMmk7_1qg4O6wlzmCwB7Gdw,1stdrive,3.0
UCykOdx1Q14lwyii1-ClOyxw,1tripz1,3.0
UCXNHimotaTw_J7GSjMhvT4A,2 Orchids,3.0
UCd7MMxZLnYVREjGJLXYJvCA,20 Seconds in Thailand,3.0
UCsKQLakuQKvr4LG4VLOpWDQ,2M Media,3.0
UCUcV_fERaCvokNf8cn-7_-g,2strokeYardSale,3.0
UC7r0G7BAZrsmkZGEuUGDzSA,30milesOut,3.0
UCon4b03boNfKzcuciO7FWjQ,31Mike,3.0
UCxYS_wIljaOTgFFDK2RK15w,3doorsdown,3.0
UC2etEuPIfohP4P53wM0KImA,5-Minute Crafts GIRLY,3.0
UCuGS1iJpM_4ZYFp62mia2xQ,5-Minute Crafts MEN,3.0
UCcuMSDG2svjR7BncF841GJg,6061. com,3.0
UCttFk8-Nysnyw59aNlWOWzw,7-Second Riddles,3.0
UCHu5-b77UUZ_fF69KNjAODQ,7facts News,3.0
UCoj8PmM7EZLRH2z6lE0j-Cg,8 FIFTY Productions L.L.C.,3.0
UCqzavCyo1aQaeJ-Trp_SmEw,805ROADKING,3.0
UCc34RSIE9EsizUCdaJnB7_Q,911 Mining & Prospecting,3.0
UC72nbKQLSDyiSARhg0Ywj4w,9NEWS,3.0
UC2ET72NzUh_VZOTeTybs3wA,A Bit of Everything,3.0
UCBjh-uGy5RcclATnFpQBobw,A Chick Called Albert,3.0
UCr8WdHbeRU5OM8hFTqnH7eQ,A day with Mil,3.0
UC956J4YLv-8dzAXwGbJT14Q,A Reinoehl,3.0
UCfgsFOdVScKetBXYrFNr5LQ,A-Boogie Wit Da Hoodie,3.0
UCxA4_-diOAREud5q5obofdQ,A.B. Hay,3.0
UCV78nuSmJxTtHaD4wnzPJkA,A/V Geeks,3.0
UC_c8Xgf0_jnMVrAFKfIrFoQ,Aamchi Mumbai,3.0
UCJWCJCWOxBYSi5DhCieLOLQ,aantonop,3.0
UCvJR61Q8dtUv3va6LGmkgnw,Aaron Akwaboah,3.0
UCwLrizwAVDNwOqnfCxd_DUQ,Aaron1912,3.0
UCkqDDOdoz5JrUbP_FiDMM3Q,AB Network,3.0
UC3AP6JDa7dnSG_WVNz9Zy_A,Abandoned Explained,3.0
UC4kKYf3Ru4x60asq49tQ1Pg,Abby and Anna,3.0
UC_B35WEiluoH6o1fg4tUOSQ,ABCLibrarySales,3.0
UCPo6E6i2HTo2rxi2-WOwsPg,Abinash Mahapatra,3.0
UCw3UZn1tcVe7pH3R6C3Gcng,Abom79,3.0
UCKcu7wOr3IIq7p85Wr0NHqw,Ace Productions,3.0
UCtFfGWYxsx7TptZjYEPE0jg,Ace Teemu,3.0
UC6o6fgU-joW-3sj4NqU16Rw,AcesWildMMA,3.0
UCBG4rqCrZSvUsgdoAC-hu0w,AcidGlow,3.0
UCe2SmRlGOcI7zA0KGXT3WHQ,acidrain55,3.0
UCOPv8U5bHcdDCm4edmQDY9g,ACTonALZ,3.0
UCXIYLgIp6DYZHjmUUUXErmg,Adam LZ,3.0
UCi6eRMC7vKE2n0sdRJNHpWw,Adam Wilber,3.0
UCsRM0YB_dabtEPGPTKo-gcw,Adele,3.0
UCxzsGzNaf85PAb0uXWTlWPw,Adept Ape,3.0
UCxZK08Gk0f6SyWu7R3HfJiw,Advanced Chiropractic Relief LLC,3.0
UCj1ttljM7VDEytVHgwNnMBQ,ADVENTURES with Christian,3.0
UC52Eqkq1hJCzZwuxEmgEnNQ,Aeleven504,3.0
UCgzu47cGiebKsrZvIuzLjuw,AeriumTV - Jason R.,3.0
UCQMG88ek58wknvXKBWxEtvQ,AETN,3.0
UCSonmKTLAPC2bTCF4JHQ1lg,AfterPrisonShow,3.0
UC56AVVwkTMu2Bo0RsgOlkwg,AGARIO Compilations,3.0
UCRv-CvQSlAzFyHwaBqHkhMw,Agera,3.0
UCQYni7ygj5OUKv5zYMnLxAA,Agriculture World,3.0
UCiu_k5Lq3GDaLPkhAZKSvXA,Ahdy,3.0
UCEe3cllQO76LVFVn1--OT5A,Ahmed Samir,3.0
UCd4W_0_E64eeP-o1ZOqVN2A,AiirSource Military,3.0
UClhLazRwMSdXeF-MBFUo4gg,Aikidoflow,3.0
UC7S9sRXUBrtF0nKTvLY3fwg,Aimstone,3.0
UCcLJ_5kKD7NaWAwv1HvRQ8A,Air Crash Investigation,3.0
UCNAsTdGIZq1uhUpj2oFF75A,Air Crash Investigation 2018,3.0
UCPExszHVHbvLMgv_L1Hx6kg,Air Crash Investigation HD,3.0
UCm12FzVcKuktr6JMldfr8rA,Air Times News Network,3.0
UCndekM_v2MHFwSKzRXZtFRw,aircraftrecognition,3.0
UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,3.0
UClj1qXQJzFEIq6prVsApR1w,Al Profit,3.0
UC3fIcsTNuAkiu_fxwm7SKgQ,Al SeefDoha,3.0
UCMtD0-xLX339z-dD3yan8cg,Alachia Queen,3.0
UCbKWv2x9t6u8yZoB3KcPtnw,Alan Becker,3.0
UCQomw1i-Y6ajaLsYJ8FYLKA,Albert Nerenberg,3.0
UCh_KIq5VrZG43jRKunWgqYg,Alchay Archy,3.0
UCdlHmsUn-pvgOaZ3E3vj6Lg,aleenf1,3.0
UCST1myAS3yy0jKyOT2cX66w,Alertometer,3.0
UCnJjRjmthxPCoQaAL44tR6g,Alessio Rastani,3.0
UC9FdabhNHv7Hdv6DWCH7g2Q,Alex Bowman,3.0
UCyoJegq_bcA6rR5eluX5zCA,Alex Chertnik,3.0
UC0qMEMLBV_4yrRyJm_ugxVw,Alex Felker,3.0
UCnHIj3Ah7k-4BZ6HNuMGBcQ,Alex Swan,3.0
UCPpATKqmMV-CNRNWYaDUwiA,Alexa Rivera,3.0
UCDaDIiooIQPSUC6agDphU0w,Alexandr Matveenok,3.0
UCm-q7kzLMjJSXWdw0FdWSiw,alexusadays,3.0
UCjrsPSAKVG35VhEsx-JtMQg,Alexx Beautyxo,3.0
UC2TXg45Dbt2de8auakllW8g,AlfieAesthetics,3.0
UCAjLJWuc-z4OuuMfccHMiUQ,ALICE Training Institute,3.0
UCkMrxMU1543UIqJbKkQODmg,Alique Fisher,3.0
UC53L5ivaidb5W5Bwcojtpcw,Aliya TheBlackArrow,3.0
UCZ0GDRytJ2dQ_JW31t8VGvA,All about the Florida Keys,3.0
UC0vRcJh1-GQL_V4qm5F6xFw,All Def,3.0
UCU8xunTIbzIl0E0AqUJP1nA,All Hands,3.0
UCY3PStB74FMh7oqsquGSEmQ,All My Toys,3.0
UC81k0p8SL4oFnR9dj4OhZ6Q,All The Humor,3.0
UCVS89U86PwqzNkK2qYNbk5A,Allen Pan - Sufficiently Advanced,3.0
UCzABoOdRnT4tVs9XYSsyfUg,AllenCityTV,3.0
UCqRPnfEzYPX31z3Xl1dr_Lg,allgood2000,3.0
UCdrjphbhFHHqq1nvlq5dQkw,Allie Brooke,3.0
UC0GDQY0geuFm7mDfsaOxuCw,Allison Lynn,3.0
UCLeGomLkenA8g2srTI0UCxg,AllLivesMatter,3.0
UCGi_crMdUZnrcsvkCa8pt-g,Alltime10s,3.0
UC0RF3lnO31HpagonmEi8LsA,Alpha Male,3.0
UCbLhGKVY-bJPcawebgtNfbw,Altcoin Daily,3.0
UCNjPtOCvMrKY5eLwr_-7eUg,Alux.com,3.0
UC9TYn34SnDga8USqL6mY3MQ,Always 0blivious,3.0
UCCiWjpqp_UDQde2b9Thp4bQ,Alyssa Nicole,3.0
UCj6zErMgeqHCPb7CR0usmwg,Alzheimer Society of Calgary,3.0
UCDiZohD6Ngm4Te57JCDa2hQ,Amanda Weston,3.0
UCabixE3AQWpiQ8vp3m0D0OA,Amandeuce,3.0
UCrlcqlqYJV28LvH1iYgw4DA,Amber Scholl,3.0
UCXDkDpb2ywEafxkcPWMwREw,America Today Network,3.0
UC_zEzzq54Rm0iy7lmmZbCIg,America's Funniest Home Videos,3.0
UCWl9BI3rn0-YVCuWS_g2FUw,American Eagle Foundation,3.0
UCZ9dXmuPmcstcgjt25VmOrg,American Express,3.0
UC8cP3F7DseB_k-D1Afmstzw,American Eye,3.0
UCmO_WjaWDwimv8Kl7GHFxAA,American Film Institute,3.0
UCRd5VwwBnhzJTg_-L75Biyg,AMichiganRailroader,3.0
UC7EDAJFsis6Dp5bMlOu0qcw,Amit Gulecha,3.0
UCYsa8SOy3TkoxI5D17s1u-w,AMMO NYC,3.0
UChD-zWutIego-bcHKOatFWA,AMTV,3.0
UC1GFqqHIBaiCW1ivJJCFTvg,amustycow,3.0
UCTvPPWA9w4n4NNzBSttt0Mw,AmyLearnsToCook,3.0
UC4vptswS-qIpvz0NiocrGsA,An0maly - News Analysis & Hip-hop,3.0
UC8oVoLGDj2spRfZfxgf54tw,Ana White,3.0
UCoO4HhfN9gAh9yZw4utug_w,Anarhi,3.0
UC3KH88ZSEncz8RpuAVluF4g,Anbre Lewis,3.0
UCyONHNs-IxzJFTyDbyS9BDg,Anchor Films,3.0
UCOlOM1JfsQOH-tVkQVXYofA,Anders Jacobsson,3.0
UC8N1UVJ_DjAoKdo2lh5IizQ,Anderson Cooper & Don Lemon,3.0
UCngMw0G2y2YFLPVbyEsfVog,"Andre ""Black Nerd""",3.0
UCsmNrZr9Co2ddXRnT2E7blg,Andrea Cary,3.0
UCB6bwnfNX1bcLrKAsh3X9Xw,Andrew Caleb,3.0
UCUujfNBK9uv3cIW-P5PX7vA,Andrew Camarata,3.0
UCtv8P0MGsyMPmB8STptu5Sw,Andrew Kauffman,3.0
